SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,304 Oklahoma Ave NE #2,Washington,DC,20002,300000,1,1.0,Capitol Hill,592,,1944,11,507,200,Active,,,http://www.redfin.com/DC/Washington/304-Oklahoma-Ave-NE-20002/unit-2/home/10195926,MRIS,DC10264773,N,Y,38.8950813,-76.9740814
MLS Listing,,Townhouse,3643 13th St NW #1,Washington,DC,20010,699900,3,3.0,Columbia Heights,1550,,1913,11,452,267,Active,,,http://www.redfin.com/DC/Washington/3643-13th-St-NW-20010/unit-1/home/146011585,MRIS,DC10264762,N,Y,38.9355758,-77.0294506
MLS Listing,,Condo/Co-op,501 Slaters Ln #1411,Alexandria,VA,22314,589000,2,2.0,Marina Towers,1063,,1970,11,554,784,Active,,,http://www.redfin.com/VA/Alexandria/501-Slaters-Ln-22314/unit-1411/home/11864980,MRIS,AX10264733,N,Y,38.8225044,-77.041451
MLS Listing,,Single Family Residential,3921 18th St NE,Washington,DC,20018,799900,4,3.0,Michigan Park,1388,11838,1935,11,576,,Active,,,http://www.redfin.com/DC/Washington/3921-18th-St-NE-20018/home/10101652,MRIS,DC10264729,N,Y,38.9378975,-76.9797201
MLS Listing,,Townhouse,4912 7th St NE,Washington,DC,20017,674900,4,3.5,Brookland,1982,3000,2006,11,341,100,Active,June-24-2018 02:00 PM,June-24-2018 04:00 PM,http://www.redfin.com/DC/Washington/4912-7th-St-NE-20017/home/21647406,MRIS,DC10264672,N,Y,38.9487472,-76.9973145
MLS Listing,,Condo/Co-op,1424 L St SE #301,Washington,DC,20003,664900,2,2.5,Capitol Hill,1600,,1943,11,416,375,Active,,,http://www.redfin.com/DC/Washington/1424-L-St-SE-20003/unit-301/home/58211011,MRIS,DC10264633,N,Y,38.8777227,-76.9844002
MLS Listing,,Townhouse,4525-1/2 Georgia Ave NW #2,Washington,DC,20011,774900,3,3.0,Petworth,1600,,2018,11,484,291,Active,,,http://www.redfin.com/DC/Washington/4525-Georgia-Ave-NW-20011/unit-2/home/145246067,MRIS,DC10264625,N,Y,38.945699,-77.0268849
MLS Listing,,Townhouse,1321 Monroe St NW Unit A,Washington,DC,20010,925000,3,2.5,Columbia Heights,1920,,1909,11,482,218,Active,,,http://www.redfin.com/DC/Washington/1321-Monroe-St-NW-20010/unit-A/home/146010846,MRIS,DC10264603,N,Y,38.932312,-77.030446
MLS Listing,,Condo/Co-op,1402 H St NE #304,Washington,DC,20002,629900,2,2.0,Constellation On H,1139,,2017,11,553,421,Active,,,http://www.redfin.com/DC/Washington/1402-H-St-NE-20002/unit-304/home/143158586,MRIS,DC10264563,N,Y,38.900412,-76.985298
MLS Listing,,Multi-Family (2-4 Unit),6523 1st St NW,Washington,DC,20012,797750,,,Takoma Park,,6009,1900,11,,,Active,,,http://www.redfin.com/DC/Washington/6523-1st-St-NW-20012/unit-1/home/11748472,MRIS,DC10264531,N,Y,38.9698157,-77.0113522
